Date,Close,High,Low,Open,Volume,EMA_10,EMA_50,RSI,ATR,MACD,MACD_Signal,MACD_Hist,Price_to_EMA10,Price_to_EMA50
2020-01-23,1564.5999755859375,1564.5999755859375,1552.199951171875,1553.0999755859375,15,1554.3305122971187,1537.8769768948541,66.20854965357512,17.378557477678573,7.909730068537328,7.211660136010095,0.6980699325272335,0.6607001025568047,1.7376551630963424
2020-01-24,1571.0999755859375,1571.0999755859375,1556.300048828125,1556.300048828125,43,1557.3795056223585,1539.1798395886221,60.37914648073431,16.421412876674108,8.768595424161504,7.523047193640377,1.245548230521127,0.8809972080694662,2.0738405725120903
2020-01-27,1576.800048828125,1584.5,1576.800048828125,1584.300048828125,22,1560.9105134779522,1540.65514191174,55.62636713283088,15.178553989955358,9.79627531556116,7.977692818024535,1.8185824975366263,1.0179658098892805,2.346073818410406
2020-01-28,1569.199951171875,1576.4000244140625,1569.199951171875,1576.4000244140625,3,1562.4176839677564,1541.7745461964512,48.648600635474935,14.435703822544642,9.883523561993343,8.358858966818296,1.5246645951750466,0.4340879697991559,1.7788207129947844
2020-01-29,1569.800048828125,1569.800048828125,1569.800048828125,1569.800048828125,251274,1563.759932124187,1542.8735855153404,57.52426213625313,10.771432059151786,9.887118741183713,8.664510921691381,1.2226078194923318,0.3862560089855552,1.7452151339923787
2020-01-30,1583.5,1585.0,1571.4000244140625,1576.800048828125,62336,1567.3490353743348,1544.466778240229,67.5884940814899,10.850001743861608,10.870135356924948,9.105635808738095,1.764499548186853,1.0304638125360395,2.5272943587848284
2020-01-31,1582.9000244140625,1589.0,1570.0,1573.4000244140625,1095,1570.1764879270124,1545.973964364693,64.90610479985213,11.25,11.468567583405957,9.578222163671668,1.8903454197342882,0.8103252459121975,2.388530525127176
2020-02-03,1577.199951171875,1593.300048828125,1568.199951171875,1592.9000244140625,1062,1571.45348124426,1547.1985128669355,67.60383043305023,12.357151576450892,11.352022116646367,9.93298215426661,1.4190399623797578,0.36567865331049826,1.9390813819583674
2020-02-04,1550.4000244140625,1577.699951171875,1547.800048828125,1577.699951171875,978,1567.6255800024057,1547.3240623393717,53.89863176680547,13.528573172433036,8.993457897147437,9.745077302842775,-0.7516194056953385,-1.0988309841382409,0.19879236351047794
2020-02-05,1557.800048828125,1560.699951171875,1547.699951171875,1553.199951171875,1305,1565.8391197889,1547.7348853389308,52.84150724327246,13.635716029575892,7.633405736585928,9.322742989591406,-1.689337253005478,-0.5134033796434209,0.6503157345962451
2020-02-06,1565.0999755859375,1565.5999755859375,1551.5999755859375,1553.5999755859375,110,1565.704729933816,1548.415869270186,57.70332860238417,14.092860630580358,7.063177765411865,8.870829944755497,-1.8076521793436324,-0.03862505722289419,1.077495177288204
2020-02-07,1568.5999755859375,1571.9000244140625,1560.5,1564.9000244140625,431,1566.2311382342016,1549.2074028511959,54.989775686645004,14.207144601004464,6.8151281838322575,8.45968959257085,-1.6445614087385927,0.15124442963166926,1.2517738231208493
2020-02-10,1574.699951171875,1574.699951171875,1568.5999755859375,1569.300048828125,128,1567.7709224046876,1550.2071106284775,58.979353470737266,13.557146344866071,7.02972980416439,8.173697634889558,-1.1439678307251686,0.44196691418153894,1.5799721453649982
2020-02-11,1565.5999755859375,1571.0999755859375,1561.9000244140625,1570.9000244140625,440,1567.3762048012784,1550.810752391515,54.686043889765756,13.950003487723214,6.3918301174646786,7.8173241314045825,-1.425494013939904,-0.113325008373857,0.9536446127688949
2020-02-12,1567.4000244140625,1568.699951171875,1561.0,1565.199951171875,36,1567.3805356399662,1551.4613120786737,51.36720938604919,13.614283970424108,5.962803430499434,7.446419991223554,-1.4836165607241192,0.001243397736106213,1.0273354682646805
2020-02-13,1575.0999755859375,1575.0999755859375,1570.199951171875,1570.199951171875,74,1568.7840701755972,1552.3883184907233,51.930500110758665,13.107142857142858,6.17296035407503,7.19172806379385,-1.0187677097188192,0.4025987725406557,1.4630139137670835
2020-02-14,1582.699951171875,1582.699951171875,1574.800048828125,1575.800048828125,68,1571.3142303567386,1553.5770099684157,52.79616224822275,12.714276994977679,6.873531946591356,7.128088840353351,-0.2545568937619951,0.7245985936594945,1.8745733888049325
2020-02-18,1600.0,1604.300048828125,1579.800048828125,1579.800048828125,310,1576.5298248373315,1555.397519381419,63.36808241445008,13.921412876674108,8.724142850702947,7.447299642423271,1.2768432082796757,1.4887238283037363,2.867593657749911
2020-02-19,1607.5,1610.5,1599.699951171875,1600.5999755859375,542,1582.1607657759985,1557.440753915481,65.43816396432064,14.649980817522321,10.672921845654173,8.092424083069453,2.58049776258472,1.6015587525692092,3.214199060777597
2020-02-20,1616.5999755859375,1621.0,1603.0,1606.5,117,1588.4224402868963,1559.7607233927538,64.08511062698494,14.849984305245536,12.804038234928157,9.034746913441195,3.7692913214869623,1.7739320840841222,3.6441007483217263
2020-02-21,1644.5999755859375,1645.0,1619.300048828125,1619.300048828125,186,1598.6365376139947,1563.0877528905257,71.29054270357702,15.521414620535714,16.56141958567082,10.54008144788712,6.021338137783699,2.8751649853158217,5.214820635928855
2020-02-24,1672.4000244140625,1686.5999755859375,1650.0,1657.0,435,1612.0480806685525,1567.374508636547,78.50303677535318,16.728550502232142,21.5341704697139,12.738899252252477,8.795271217461423,3.743805440373755,6.700728842966622
2020-02-25,1646.9000244140625,1653.699951171875,1632.300048828125,1645.0999755859375,409,1618.3847977131904,1570.4931563140967,79.11889814014,17.457127162388392,23.15060867835473,14.821241137472928,8.329367540881801,1.7619559168601089,4.865151292941037
2020-02-26,1640.0,1648.0999755859375,1636.4000244140625,1644.0,1990,1622.3148344926103,1573.2189148900145,74.87892719966777,17.364266531808035,23.60279497199872,16.577551904378087,7.025243067620632,1.0901192007481604,4.244869196392432
2020-02-27,1640.0,1658.0,1638.5,1641.0999755859375,707,1625.5303191303176,1575.837780972759,73.71754681229547,17.757123674665177,23.688094262209916,17.99966037594445,5.688433886265464,0.8901513985555123,4.071625887001764
2020-02-28,1564.0999755859375,1642.5,1564.0999755859375,1640.300048828125,289,1614.361165758612,1575.3774748791582,49.023013667843735,22.542837960379465,17.43027159601479,17.88578261995852,-0.45551102394372833,-3.113379536050478,-0.7158601333998209
2020-03-02,1592.300048828125,1608.300048828125,1574.300048828125,1583.9000244140625,537,1610.3500535894325,1576.041105230098,53.4865466406018,25.264273507254465,14.57836199827534,17.224298495621884,-2.6459364973465433,-1.12087460245519,1.0316319507195308
2020-03-03,1642.0999755859375,1645.300048828125,1594.0,1594.5,610,1616.122766679706,1578.6316491656212,63.05014918311623,28.135707310267858,16.15046844228459,17.009532484954427,-0.8590640426698357,1.607378439423952,4.020464587407849
2020-03-04,1641.0999755859375,1645.9000244140625,1631.300048828125,1645.4000244140625,83,1620.6640773899298,1581.081387456614,62.606900249820214,28.628566196986608,17.11835276802117,17.031296541567777,0.08705622645339162,1.2609582998174151,3.796046718750613
2020-03-05,1666.4000244140625,1672.9000244140625,1637.199951171875,1637.300048828125,154,1628.9797041215902,1584.4272163569062,64.7305591597596,30.628574916294642,19.699823268570753,17.565001886968375,2.1348213816023787,2.29716307685066,5.173655641035844
2020-03-06,1670.800048828125,1686.199951171875,1647.199951171875,1670.800048828125,175,1636.583403159142,1587.8143862577385,64.36257606006475,32.850010463169646,21.848842579598113,18.421770025494325,3.4270725541037876,2.090736445385769,5.226408281006468
2020-03-09,1674.5,1701.5999755859375,1657.699951171875,1696.0999755859375,161,1643.4773298574798,1591.2138220907684,62.70896881231581,34.235726492745535,23.578710309019016,19.453158082199266,4.1255522268197495,1.887623855767478,5.234128610056823
2020-03-10,1659.0999755859375,1674.5999755859375,1643.0,1671.5999755859375,48,1646.3178108990176,1593.8760241886182,58.571421039803425,35.721435546875,23.436824556200918,20.249891376999596,3.186933179201322,0.7764093058034698,4.092159641495476
2020-03-11,1641.4000244140625,1666.5,1635.0,1656.5999755859375,47,1645.423667901753,1595.7397104719691,54.00517458099457,36.685721261160715,21.64661226827411,20.5292355552545,1.1173767130196133,-0.24453540848975158,2.861388586274417
2020-03-12,1589.300048828125,1647.5,1566.4000244140625,1637.0,256,1635.2193735247297,1595.4871747212303,41.7141272669608,40.450003487723215,15.841215844743601,19.59163161315232,-3.7504157684087183,-2.8081446098345313,-0.3877891336974452
2020-03-13,1515.699951171875,1589.800048828125,1513.800048828125,1574.9000244140625,89,1613.4885694605741,1592.3582639938045,29.354410693291598,42.878574916294646,5.241068795669889,16.721519049655836,-11.480450253985946,-6.060694828559714,-4.814137280241336
2020-03-16,1485.9000244140625,1569.0999755859375,1452.0999755859375,1569.0999755859375,193,1590.29065217939,1588.1834310691088,29.02553680079133,48.371433803013396,-5.500819132810648,12.27705141316254,-17.777870545973187,-6.564248341790033,-6.440276649038752
2020-03-17,1524.9000244140625,1537.699951171875,1469.300048828125,1469.300048828125,122,1578.4014471311486,1585.701728847342,36.16254281926345,52.42143031529018,-10.743029684950216,7.67303519353999,-18.416064878490204,-3.3895953918648893,-3.8343720844320957
2020-03-18,1477.300048828125,1542.0,1477.300048828125,1537.5,333,1560.019374712417,1581.4506825720787,32.4487647063781,55.649998256138396,-18.52489606530571,2.4334489417708496,-20.95834500707656,-5.302455035184477,-6.5857655184392225
2020-03-19,1478.5999755859375,1491.5999755859375,1471.0,1481.5,262,1545.2158475985116,1577.4173215137987,39.00745416947595,51.52142333984375,-24.306992136866484,-2.9146392739566176,-21.392352862909867,-4.311104634093985,-6.26450239769329
2020-03-20,1484.0,1484.0,1483.5,1483.5,14,1534.085693489691,1573.7538971407087,35.208946713836525,48.749991280691965,-28.12935044894016,-7.957581508953327,-20.171768939986833,-3.264856305110156,-5.703172351393631
2020-03-23,1567.0,1567.0,1490.199951171875,1505.300048828125,51,1540.0701128552018,1573.4890384293085,40.59604440755535,50.892848423549104,-24.182430602856584,-11.202551327733978,-12.979879275122606,1.7486143598275334,-0.4123980702011114
2020-03-24,1660.199951171875,1685.5,1592.699951171875,1592.699951171875,442,1561.9119016400514,1576.8894663799974,51.94302953506226,58.314278738839285,-13.379777289759659,-11.637996520139115,-1.7417807696205436,6.292803674049631,5.283216520123642
2020-03-25,1632.300048828125,1676.5,1631.0999755859375,1676.5,476,1574.7097465833376,1579.0624303975712,46.549282116973615,59.007132393973215,-6.98931716259267,-10.708260648629826,3.7189434860371566,3.6572011045045985,3.3714701461898358
2020-03-26,1650.0999755859375,1660.5,1650.0999755859375,1660.5,3,1588.4170609474468,1581.8482164833897,47.96058244538643,58.23570033482143,-0.48295889239284406,-8.66320029738243,8.180241404989586,3.8832946431397923,4.314684455268308
2020-03-27,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,100638,1594.8685088504678,1583.497306990475,45.2264140991769,56.971409388950896,2.530094461059889,-6.4245413456939655,8.954635806753855,1.8203077810169874,2.5514863363029754
2020-03-30,1622.0,1652.800048828125,1607.199951171875,1641.199951171875,16389,1599.8015072412918,1585.0072165202603,46.40851869402399,57.97141810825893,4.71034691337195,-4.197563693880783,8.907910607252733,1.3875779375272264,2.3339189307260084
2020-03-31,1583.4000244140625,1621.0,1576.0,1618.699951171875,2874,1596.8194194545226,1584.944189378841,44.60364375798716,59.007132393973215,3.285642412876541,-2.700922472529318,5.986564885405859,-0.840382755680929,-0.09742708766191013
2020-04-01,1578.199951171875,1600.0,1570.0,1570.0,2158,1593.43406158495,1584.679709449156,48.86849101109111,55.35713413783482,1.7171570622526815,-1.8173065655729186,3.5344636278256,-0.9560552758563532,-0.40890018586364113
2020-04-02,1625.699951171875,1631.199951171875,1586.0,1590.9000244140625,1294,1599.300586964391,1586.2883463794587,61.84324730401576,53.71427699497768,4.257891821025851,-0.6022668882531648,4.860158709279015,1.6506818307115292,2.4845170729753656
2020-04-03,1633.699951171875,1636.0,1619.800048828125,1624.5,643,1605.5550168202972,1588.1476249987693,66.69679354246,46.514273507254465,6.838149631221086,0.8858164156416855,5.9523332155794,1.752972277917772,2.868267751440362
2020-04-06,1677.0,1696.699951171875,1625.9000244140625,1629.0999755859375,1063,1618.5450137620612,1591.6320318615626,67.01723544067022,46.685703822544646,12.23592645876056,3.1558384242654602,9.080088034495098,3.6115761836038827,5.363549264498753
2020-04-07,1664.800048828125,1724.4000244140625,1658.0,1695.699951171875,1144,1626.955020137709,1594.5013658602516,72.78251655440542,46.807137625558035,15.352297652281322,5.595130269868633,9.757167382412689,2.3261263047833216,4.408819237978294
2020-04-08,1665.4000244140625,1677.0,1662.5,1669.699951171875,747,1633.9450209152278,1597.2817054113816,72.73614138767981,46.371425083705354,17.666805356028817,8.00946528710067,9.657340068928146,1.925095587440003,4.264640280540679
2020-04-09,1736.199951171875,1736.199951171875,1662.699951171875,1662.699951171875,825,1652.5368264164363,1602.7294797549305,76.48048155511829,51.235709054129465,24.926692382596002,11.392910706199737,13.533781676396265,5.062708643949806,8.327698036561552
2020-04-13,1744.800048828125,1756.800048828125,1710.699951171875,1722.0,696,1669.311957764016,1608.300874620546,72.12545237128836,48.600001743861604,31.01662086450642,15.317652737861074,15.698968126645347,4.522108088485911,8.487166571975155
2020-04-14,1756.699951171875,1775.0,1739.5,1756.800048828125,675,1685.2006838381722,1614.12044625001,65.05461365192757,42.67143031529018,36.383746547390956,19.530871499767052,16.852875047623904,4.242774645145399,8.833263047569435
2020-04-15,1727.199951171875,1744.9000244140625,1722.699951171875,1739.4000244140625,642,1692.8369142624817,1618.5549366391026,64.73144140053861,41.857142857142854,37.82085360324163,23.18886792046197,14.63198568277966,2.029908292989003,6.712469998600827
2020-04-16,1720.4000244140625,1750.5999755859375,1715.0,1731.0,162,1697.8483888354963,1622.5488616498853,61.29863097550353,42.385716029575896,37.973341001325025,26.14576253663458,11.827578464690443,1.328247900510935,6.03070669099465
2020-04-17,1689.199951171875,1725.0,1684.9000244140625,1715.699951171875,223,1696.2759456239287,1625.162629866434,60.328999019498426,43.378574916294646,35.171171826642194,27.950844394636107,7.220327432006087,-0.4171487823256835,3.9403638828874668
2020-04-20,1701.5999755859375,1701.5999755859375,1680.0,1686.0,106,1697.2439510715665,1628.1601728358264,62.18615761423909,41.664280482700896,33.56410479886267,29.073496475481424,4.490608323381249,0.25665282304413717,4.510600613832623
2020-04-21,1678.199951171875,1707.0999755859375,1659.9000244140625,1697.0,666,1693.7814056352588,1630.122517084299,65.221567007933,41.749991280691965,30.0558411651632,29.269965413417783,0.7858757517454187,-0.9199212136550717,2.94931415177119
2020-04-22,1728.699951171875,1728.699951171875,1684.800048828125,1696.0,453,1700.1302320964617,1633.9882988132238,71.09616212527627,43.21427699497768,30.99317488616589,29.614607307967404,1.378567578198485,1.6804429764291344,5.796348261945383
2020-04-23,1733.300048828125,1745.0999755859375,1733.300048828125,1734.0,482,1706.161107865855,1637.8828772451807,67.14469103145119,40.59999302455357,31.74131394059941,30.039948634493808,1.701365306105604,1.5906435117499915,5.825640704140591
2020-04-24,1723.5,1744.0,1714.5,1744.0,221,1709.3136337084266,1641.2404114708597,64.22687278853994,41.549996512276785,31.18396812014157,30.268752531623363,0.9152155885182083,0.8299451903858943,5.012037721848454
2020-04-27,1711.9000244140625,1731.9000244140625,1711.9000244140625,1731.9000244140625,169,1709.7838865639967,1644.0113766843187,56.146534239666266,37.92143031529018,29.466574132925643,30.10831685188382,-0.6417427189581772,0.1237663933257913,4.129451212598248
2020-04-28,1710.5,1716.5999755859375,1707.0999755859375,1716.5999755859375,1255,1709.9140890069064,1646.6187736770905,58.36688664047959,33.857142857142854,27.673553259393657,29.62136413338579,-1.9478108739921325,0.03426552227743425,3.8795395354478615
2020-04-29,1703.4000244140625,1713.5,1702.0,1710.0,373,1708.7297136263892,1648.8454893922658,56.795419658028614,33.642857142857146,25.387016878581107,28.774494682424855,-3.3874778038437476,-0.3119094359877218,3.308650529887098
2020-04-30,1684.199951171875,1719.300048828125,1680.800048828125,1719.300048828125,327,1704.2697568164774,1650.2319388738192,38.59650343884552,31.142857142857142,21.77463048821369,27.374521843582624,-5.599891355368936,-1.1776190690664006,2.05837806782705
2020-05-01,1694.5,1701.5,1670.5,1686.5999755859375,337,1702.4934373952997,1651.9679412709245,39.05093468473256,30.064278738839285,19.517925610389057,25.803202596943912,-6.285276986554855,-0.4695135511082557,2.574629789507532
2020-05-04,1706.9000244140625,1709.0,1699.5999755859375,1702.5999755859375,320,1703.2946350350746,1654.1221406098712,39.18334967475359,28.564278738839285,18.516601222213694,24.34588232199787,-5.8292810997841755,0.2116715044378463,3.190688432761818
2020-05-05,1704.4000244140625,1704.4000244140625,1697.199951171875,1701.5,82,1703.4956149221632,1656.0938223276828,44.38979056443614,26.828569684709823,17.32164221470066,22.94103430053843,-5.61939208583777,0.053091389492106886,2.9168759302829885
2020-05-06,1684.199951171875,1704.0,1684.199951171875,1704.0,469,1699.9873124221108,1657.1960234588278,41.64358362953825,25.72857666015625,14.576621283913937,21.268151697213533,-6.691530413299596,-0.9286752398017751,1.629495082705171
2020-05-07,1721.800048828125,1721.800048828125,1685.5999755859375,1686.199951171875,853,1703.9532644959313,1659.7295146497806,57.309422931651724,25.550013950892858,15.259286506913895,20.066378659153607,-4.807092152239711,1.047375224664579,3.7397981797920763
2020-05-08,1709.9000244140625,1728.9000244140625,1703.800048828125,1726.199951171875,330,1705.034493571955,1661.696985620929,51.865175418768835,25.800013950892858,14.67095347757936,18.98729362283876,-4.3163401452593995,0.28536260471273645,2.900832053632299
2020-05-11,1695.300048828125,1704.5,1690.199951171875,1702.300048828125,749,1703.2645945276222,1663.0147528055247,54.00095051278566,23.835736955915177,12.878148026344206,17.76546450353985,-4.887316477195643,-0.46760472360467603,1.941371594457272
2020-05-12,1704.4000244140625,1713.0999755859375,1699.300048828125,1699.300048828125,324,1703.4710363251565,1664.6377046333107,42.948384148609435,21.500017438616073,12.052692827515784,16.622910168335036,-4.5702173408192515,0.0545350093483262,2.388647071376454
2020-05-13,1713.9000244140625,1721.300048828125,1701.9000244140625,1702.0,431,1705.3672159776847,1666.5695603109873,44.52596228364764,21.714303152901785,12.026450801909277,15.703618295049885,-3.677167493140608,0.5003502094114033,2.8399933150250978
2020-05-14,1738.0999755859375,1743.0999755859375,1720.5,1724.300048828125,672,1711.3186268155487,1669.374674635495,53.810010136411506,21.69287109375,13.799317675308203,15.32275817110155,-1.5234404957933467,1.5649539688715963,4.116829013561532
2020-05-15,1753.4000244140625,1753.4000244140625,1739.699951171875,1739.699951171875,719,1718.9697900152785,1672.6697863915172,60.62466404150259,21.357160295758927,16.251575472091872,15.508521631299613,0.7430538407922587,2.00295750389412,4.826430098716989
2020-05-18,1731.800048828125,1770.5,1731.800048828125,1755.699951171875,229,1721.3025643448868,1674.9886202125606,54.94200108985158,23.44287109375,16.264581955912035,15.659733696222098,0.6048482596899376,0.6098570176262662,3.391750124747408
2020-05-19,1744.199951171875,1749.5,1744.199951171875,1744.199951171875,167,1725.4657255861573,1677.7027900541023,59.239106698105644,23.885724748883927,17.07858685862402,15.943504328702483,1.1350825299215384,1.0857489260966628,3.9635841051220018
2020-05-20,1750.5999755859375,1752.0999755859375,1745.5999755859375,1751.5999755859375,16,1730.0355892224807,1680.5615032122134,65.96153496285368,21.70001220703125,18.03225547516263,16.361254557994513,1.671000917168115,1.1886684003245829,4.167563771980556
2020-05-21,1720.5,1746.800048828125,1720.5,1746.800048828125,528,1728.301845727484,1682.1277187725188,55.70675909284308,21.635724748883927,16.172798299211536,16.32356330623792,-0.15076500702638285,-0.45141684866974685,2.2811752519887225
2020-05-22,1734.5999755859375,1734.5999755859375,1726.5999755859375,1726.5999755859375,6,1729.4469602472027,1684.1854543338295,56.03484774986383,21.607151576450892,15.656437614946071,16.19013816797955,-0.53370055303348,0.29795740818777383,2.9934067606615913
2020-05-26,1704.800048828125,1726.4000244140625,1704.800048828125,1726.4000244140625,39,1724.9657036255521,1684.9938698041942,50.07788639566859,23.042855398995535,12.696258447278069,15.491362223839257,-2.795103776561188,-1.1690467094529895,1.1754451680131257
2020-05-27,1710.300048828125,1710.300048828125,1685.5999755859375,1685.5999755859375,137416,1722.2992209351107,1685.9862689816034,55.39035800254326,23.364283970424108,10.67108948745522,14.527307676562451,-3.8562181891072314,-0.6966949738542444,1.4421101935312903
2020-05-28,1713.300048828125,1727.800048828125,1705.0,1709.300048828125,23355,1720.6630078247495,1687.0573976030357,47.95180481904746,22.307137625558035,9.202127031896453,13.462271547629252,-4.260144515732799,-0.4279140635406964,1.5555280610117195
2020-05-29,1736.9000244140625,1738.300048828125,1715.0999755859375,1718.800048828125,1526,1723.61519265917,1689.0120104191546,56.15876735550353,22.299996512276785,9.828982111668665,12.735613660437135,-2.9066315487684697,0.7707539253234904,2.8352678192633864
2020-06-01,1737.800048828125,1747.0,1727.0999755859375,1740.4000244140625,871,1726.1942574171617,1690.9252668273496,60.340644888425814,22.314278738839285,10.279893513618617,12.244469631073432,-1.9645761174548149,0.6723340296780168,2.7721380075374764
2020-06-02,1725.199951171875,1745.5,1721.800048828125,1743.0,741,1726.013474463473,1692.2693720957623,54.976061939330435,22.735709054129465,9.510885898538163,11.69775288456638,-2.1868669860282175,-0.04713307883362758,1.9459419179424384
2020-06-03,1697.800048828125,1726.300048828125,1684.5,1726.300048828125,2755,1720.8837607115913,1692.4862613793844,46.45218352205203,24.335710797991073,6.614253695215439,10.681053046696192,-4.066799351480753,-1.341387048357126,0.3139634022440973
2020-06-04,1718.9000244140625,1718.9000244140625,1694.5,1694.5,807,1720.523081384768,1693.5220952238817,45.710462929428246,23.99285888671875,5.95262533541927,9.735367504440807,-3.782742169021537,-0.09433508845455872,1.4985295592984786
2020-06-05,1676.199951171875,1711.800048828125,1668.5999755859375,1711.800048828125,1502,1712.4643304369692,1692.8427954571364,34.63373292921813,26.49285888671875,1.9601457027501965,8.180323144102687,-6.22017744135249,-2.1176720951519425,-0.9831299356280241
2020-06-08,1698.300048828125,1699.4000244140625,1675.9000244140625,1679.0999755859375,587,1709.8890065080882,1693.0568053932536,43.345250993488605,25.407148088727677,0.5727675049727168,6.658812016276693,-6.086044511303976,-0.6777608158104951,0.30969093406487935
2020-06-09,1714.699951171875,1720.9000244140625,1692.0,1694.5999755859375,690,1710.7637237196857,1693.9055562081014,44.231520212498815,26.2071533203125,0.7875173374973201,5.484553080520819,-4.697035743023499,0.2300859784208446,1.22760061135421
2020-06-10,1713.300048828125,1740.800048828125,1711.9000244140625,1716.0999755859375,718,1711.2248737394018,1694.6661245461416,42.5608392132765,27.7071533203125,0.8351209527945684,4.55466665497557,-3.7195457021810014,0.12126840373635328,1.0995631535960404
2020-06-11,1732.0,1744.0999755859375,1720.0,1737.199951171875,347,1715.0021694231468,1696.130198093352,52.4028435825549,27.757149832589285,2.354634181307347,4.114660160241925,-1.7600259789345785,0.991125893594089,2.114802386454169
2020-06-12,1729.300048828125,1743.0,1724.9000244140625,1724.9000244140625,318,1717.6017838604155,1697.4309765535393,48.837224250182786,28.042864118303573,3.3029218402914466,3.9523124962518295,-0.6493906559603828,0.6810813238338022,1.8774885526887601
2020-06-15,1720.300048828125,1730.0,1703.300048828125,1730.0,188,1718.092377490908,1698.3278029172484,53.742156195883204,27.821437290736608,3.290293403993246,3.819908677800113,-0.5296152738068667,0.12849549687434023,1.2937576522703382
2020-06-16,1729.5999755859375,1729.5999755859375,1722.4000244140625,1726.300048828125,22,1720.1846680536403,1699.554162629746,54.575615662754515,26.721426827566965,3.9847776080414405,3.8528824638483785,0.13189514419306203,0.5473428351707426,1.7678643974312105
2020-06-17,1729.199951171875,1729.199951171875,1714.699951171875,1714.699951171875,51,1721.8238104387738,1700.7167425725747,53.81659079508108,26.157139369419642,4.451567813418478,3.9726195337623986,0.47894827965607956,0.42839114480717805,1.674776750666627
2020-06-18,1724.800048828125,1734.0999755859375,1717.300048828125,1730.5,110,1722.364944691383,1701.6611859551454,46.800636496557686,25.571419852120535,4.415567157008354,4.06120905841159,0.35435809859676404,0.14138142698778108,1.3597808461495675
2020-06-19,1745.9000244140625,1750.699951171875,1723.5,1723.699951171875,1329,1726.6440500955064,1703.396042365299,51.93501860219074,26.092843191964285,6.020230596510828,4.4530133660314375,1.5672172304793905,1.1152254755397337,2.495249548058319
2020-06-22,1756.699951171875,1767.5999755859375,1750.5,1755.199951171875,1356,1732.108759382119,1705.4863917302628,57.590379307180214,25.949986049107142,8.07037154436216,5.176485001697582,2.8938865426645783,1.4197256180684799,3.002871186187224
2020-06-23,1772.0999755859375,1776.300048828125,1754.199951171875,1755.4000244140625,666,1739.3798896009948,1708.0986891363677,69.00257440839496,24.5428466796875,10.81312925967677,6.30381385329342,4.509315406383351,1.8811351206577707,3.7469314189292815
2020-06-24,1765.800048828125,1783.0999755859375,1764.5,1778.300048828125,961,1744.1835549150182,1710.3614875556523,62.97734702163291,24.128557477678573,12.336228705414896,7.510296823717717,4.82593188169718,1.239347421444985,3.2413359208468995
